condition,sentence,prefix,suffix,target_llm,critical_word,cloze_percent,cloze_prob,zero_cloze,cloze_surprisal_raw,cloze_surprisal_smoothed,ITEM
LC,"When she moved away, my girlfriend sold the black dress with sequins.","When she moved away, my girlfriend sold the black",with sequins., dress,dress,1.0,0.01,False,6.643856189774724,6.643856189774724,61
HC,He was very thirsty and needed something to drink at the bar.,He was very thirsty and needed something to,at the bar., drink,drink,94.0,0.94,False,0.08926733809708741,0.08926733809708741,62
MC,"At the restaurant, he didn't want anything to drink at the bar.","At the restaurant, he didn't want anything to",at the bar., drink,drink,19.0,0.19,False,2.395928676331139,2.395928676331139,62
LC,"When school ended, my friends just wanted to drink at the bar.","When school ended, my friends just wanted to",at the bar., drink,drink,0.0,0.0,True,inf,19.931568569324174,62
HC,The lake had dried up after last year's drought in California.,The lake had dried up after last year's,in California., drought,drought,85.0,0.85,False,0.23446525363702297,0.23446525363702297,63
MC,They mortgaged all their land after last year's drought in California.,They mortgaged all their land after last year's,in California., drought,drought,16.0,0.16,False,2.643856189774725,2.643856189774725,63
LC,They started filming a documentary about last year's drought in California.,They started filming a documentary about last year's,in California., drought,drought,0.0,0.0,True,inf,19.931568569324174,63
HC,My wife hangs the wet clothes outside to dry behind the barn.,My wife hangs the wet clothes outside to,behind the barn., dry,dry,99.0,0.99,False,0.014499569695115089,0.014499569695115089,64
MC,The farmer was waiting for the field to dry behind the barn.,The farmer was waiting for the field to,behind the barn., dry,dry,17.0,0.17,False,2.5563933485243853,2.5563933485243853,64
LC,The driver was waiting for the car to dry behind the barn.,The driver was waiting for the car to,behind the barn., dry,dry,1.0,0.01,False,6.643856189774724,6.643856189774724,64
HC,"Her fridge was empty, and she had nothing to eat while she waited.","Her fridge was empty, and she had nothing to",while she waited., eat,eat,96.0,0.96,False,0.058893689053568565,0.058893689053568565,65
MC,"The premiere was starting, and she had nothing to eat while she waited.","The premiere was starting, and she had nothing to",while she waited., eat,eat,16.0,0.16,False,2.643856189774725,2.643856189774725,65
LC,"My cousin was bored, and she had nothing to eat while she waited.","My cousin was bored, and she had nothing to",while she waited., eat,eat,2.0,0.02,False,5.643856189774724,5.643856189774724,65
HC,The hen was going to lay some more eggs after sunrise.,The hen was going to lay some more,after sunrise., eggs,eggs,96.0,0.96,False,0.058893689053568565,0.058893689053568565,66
MC,The man really wanted to fry some more eggs after sunrise.,The man really wanted to fry some more,after sunrise., eggs,eggs,31.0,0.31,False,1.6896598793878495,1.6896598793878495,66
LC,The girl was planning to buy some more eggs after sunrise.,The girl was planning to buy some more,after sunrise., eggs,eggs,0.0,0.0,True,inf,19.931568569324174,66
HC,The senator campaigned in order to win the election that was weeks away.,The senator campaigned in order to win the,that was weeks away., election,election,70.0,0.7,False,0.5145731728297583,0.5145731728297583,67
MC,The senator's wife was very angry about the election that was weeks away.,The senator's wife was very angry about the,that was weeks away., election,election,10.0,0.1,False,3.321928094887362,3.321928094887362,67
LC,My roommate needed to learn more about the election that was weeks away.,My roommate needed to learn more about the,that was weeks away., election,election,0.0,0.0,True,inf,19.931568569324174,67
HC,"In Santa's workshop, the toys are made by the elves on Christmas Eve.","In Santa's workshop, the toys are made by the",on Christmas Eve., elves,elves,96.0,0.96,False,0.058893689053568565,0.058893689053568565,68
MC,His children thought the games were made by the elves on Christmas Eve.,His children thought the games were made by the,on Christmas Eve., elves,elves,25.0,0.25,False,2.0,2.0,68
LC,Timmy wanted to hear another bedtime story about the elves on Christmas Eve.,Timmy wanted to hear another bedtime story about the,on Christmas Eve., elves,elves,1.0,0.01,False,6.643856189774724,6.643856189774724,68
HC,"Melissa was crying, and we saw tears in her eyes which were bright blue.","Melissa was crying, and we saw tears in her",which were bright blue., eyes,eyes,94.0,0.94,False,0.08926733809708741,0.08926733809708741,69
MC,"During the checkup, the doctor looked carefully into her eyes which were bright blue.","During the checkup, the doctor looked carefully into her",which were bright blue., eyes,eyes,25.0,0.25,False,2.0,2.0,69
LC,Her new wallpaper was the same color as her eyes which were bright blue.,Her new wallpaper was the same color as her,which were bright blue., eyes,eyes,4.0,0.04,False,4.643856189774724,4.643856189774724,69
HC,Old McDonald had plenty of animals on his farm in Pennsylvania.,Old McDonald had plenty of animals on his,in Pennsylvania., farm,farm,97.0,0.97,False,0.043943347587597055,0.043943347587597055,70
MC,My uncle planted lots of trees on his farm in Pennsylvania.,My uncle planted lots of trees on his,in Pennsylvania., farm,farm,14.0,0.14,False,2.8365012677171206,2.8365012677171206,70
LC,My uncle is installing solar panels on his farm in Pennsylvania.,My uncle is installing solar panels on his,in Pennsylvania., farm,farm,0.0,0.0,True,inf,19.931568569324174,70
HC,"Because he loved to work the land, Jim became a farmer in his hometown.","Because he loved to work the land, Jim became a",in his hometown., farmer,farmer,84.0,0.84,False,0.25153876699596445,0.25153876699596445,71
MC,"After returning home from the big city, Jim became a farmer in his hometown.","After returning home from the big city, Jim became a",in his hometown., farmer,farmer,14.0,0.14,False,2.8365012677171206,2.8365012677171206,71
LC,"After he returned home from his travels, Jim became a farmer in his hometown.","After he returned home from his travels, Jim became a",in his hometown., farmer,farmer,1.0,0.01,False,6.643856189774724,6.643856189774724,71
HC,"Before mopping, he had to sweep the floor because the boss insisted.","Before mopping, he had to sweep the",because the boss insisted., floor,floor,92.0,0.92,False,0.12029423371771177,0.12029423371771177,72
MC,All the books were stacked on the floor because the boss insisted.,All the books were stacked on the,because the boss insisted., floor,floor,9.0,0.09,False,3.473931188332412,3.473931188332412,72
LC,After the party the butler cleaned the floor because the boss insisted.,After the party the butler cleaned the,because the boss insisted., floor,floor,3.0,0.03,False,5.058893689053568,5.058893689053568,72
HC,"To keep the dough from sticking, she dusted her hands with flour from the store.","To keep the dough from sticking, she dusted her hands with",from the store., flour,flour,93.0,0.93,False,0.10469737866669324,0.10469737866669324,73
MC,The chef dumped out the measuring cup that was filled with flour from the store.,The chef dumped out the measuring cup that was filled with,from the store., flour,flour,46.0,0.46,False,1.1202942337177118,1.1202942337177118,73
LC,"At the end of the day, her clothes were covered with flour from the store.","At the end of the day, her clothes were covered with",from the store., flour,flour,0.0,0.0,True,inf,19.931568569324174,73
HC,"Pam received a rose, but preferred any other species of flower according to Alan.","Pam received a rose, but preferred any other species of",according to Alan., flower,flower,91.0,0.91,False,0.13606154957602837,0.13606154957602837,74
MC,"As an anniversary gift, she received a rare kind of flower according to Alan.","As an anniversary gift, she received a rare kind of",according to Alan., flower,flower,8.0,0.08,False,3.643856189774725,3.643856189774725,74
LC,Charlotte finished reading a book about a rare kind of flower according to Alan.,Charlotte finished reading a book about a rare kind of,according to Alan., flower,flower,1.0,0.01,False,6.643856189774724,6.643856189774724,74
HC,"After the goose injured its wing, it could no longer fly or move around.","After the goose injured its wing, it could no longer",or move around., fly,fly,99.0,0.99,False,0.014499569695115089,0.014499569695115089,75
MC,"When it's locked in a cage, it can no longer fly or move around.","When it's locked in a cage, it can no longer",or move around., fly,fly,21.0,0.21,False,2.2515387669959646,2.2515387669959646,75
LC,"When he dropped the new toy, it could no longer fly or move around.","When he dropped the new toy, it could no longer",or move around., fly,fly,3.0,0.03,False,5.058893689053568,5.058893689053568,75
HC,"The editor, who hates Times New Roman, decided to switch the font of the magazine.","The editor, who hates Times New Roman, decided to switch the",of the magazine., font,font,84.0,0.84,False,0.25153876699596445,0.25153876699596445,76
MC,"Brenda is the editor, and she recently decided to switch the font of the magazine.","Brenda is the editor, and she recently decided to switch the",of the magazine., font,font,16.0,0.16,False,2.643856189774725,2.643856189774725,76
LC,Brenda had a change of heart and decided to switch the font of the magazine.,Brenda had a change of heart and decided to switch the,of the magazine., font,font,0.0,0.0,True,inf,19.931568569324174,76
HC,"To display the beautiful photo, she ordered an elegant frame made of silver.","To display the beautiful photo, she ordered an elegant",made of silver., frame,frame,94.0,0.94,False,0.08926733809708741,0.08926733809708741,77
MC,The burglar stole the painting but left the elegant frame made of silver.,The burglar stole the painting but left the elegant,made of silver., frame,frame,9.0,0.09,False,3.473931188332412,3.473931188332412,77
LC,"While she was shopping yesterday, she bought an elegant frame made of silver.","While she was shopping yesterday, she bought an elegant",made of silver., frame,frame,0.0,0.0,True,inf,19.931568569324174,77
HC,Apples are definitely his favorite type of fruit as well.,Apples are definitely his favorite type of,as well., fruit,fruit,91.0,0.91,False,0.13606154957602837,0.13606154957602837,78
MC,The farmers were selling a lot of fruit as well.,The farmers were selling a lot of,as well., fruit,fruit,10.0,0.1,False,3.321928094887362,3.321928094887362,78
LC,Jason brought his parents a lot of fruit as well.,Jason brought his parents a lot of,as well., fruit,fruit,0.0,0.0,True,inf,19.931568569324174,78
HC,Gasoline usually costs about three dollars for a gallon in Virginia.,Gasoline usually costs about three dollars for a,in Virginia., gallon,gallon,99.0,0.99,False,0.014499569695115089,0.014499569695115089,79
MC,The thirsty police officer could probably drink a gallon in Virginia.,The thirsty police officer could probably drink a,in Virginia., gallon,gallon,17.0,0.17,False,2.5563933485243853,2.5563933485243853,79
LC,The store always charged too much for a gallon in Virginia.,The store always charged too much for a,in Virginia., gallon,gallon,0.0,0.0,True,inf,19.931568569324174,79
HC,"Her vision was terrible, and she has to wear glasses in class.","Her vision was terrible, and she has to wear",in class., glasses,glasses,89.0,0.89,False,0.16812275880832692,0.16812275880832692,80
MC,She looks very different when she has to wear glasses in class.,She looks very different when she has to wear,in class., glasses,glasses,20.0,0.2,False,2.321928094887362,2.321928094887362,80
LC,Her mother was adamant that she has to wear glasses in class.,Her mother was adamant that she has to wear,in class., glasses,glasses,0.0,0.0,True,inf,19.931568569324174,80
HC,The doctor wore the sterile rubber gloves in the hospital.,The doctor wore the sterile rubber,in the hospital., gloves,gloves,96.0,0.96,False,0.058893689053568565,0.058893689053568565,81
MC,The trainee used the thick rubber gloves in the hospital.,The trainee used the thick rubber,in the hospital., gloves,gloves,21.0,0.21,False,2.2515387669959646,2.2515387669959646,81
LC,The child carried the black rubber gloves in the hospital.,The child carried the black rubber,in the hospital., gloves,gloves,3.0,0.03,False,5.058893689053568,5.058893689053568,81
HC,The soccer team celebrated after their player scored a goal during the game.,The soccer team celebrated after their player scored a,during the game., goal,goal,87.0,0.87,False,0.2009126939259964,0.2009126939259964,82
MC,"Their team never won, because they never got a goal during the game.","Their team never won, because they never got a",during the game., goal,goal,26.0,0.26,False,1.9434164716336324,1.9434164716336324,82
LC,He knew that it was important to have a goal during the game.,He knew that it was important to have a,during the game., goal,goal,3.0,0.03,False,5.058893689053568,5.058893689053568,82
HC,The collector's most valuable coins were made of silver and gold from India.,The collector's most valuable coins were made of silver and,from India., gold,gold,91.0,0.91,False,0.13606154957602837,0.13606154957602837,83
MC,The miners were able to extract lots of iron and gold from India.,The miners were able to extract lots of iron and,from India., gold,gold,20.0,0.2,False,2.321928094887362,2.321928094887362,83
LC,"Brazil is known to import lots of lumber, livestock, and gold from India.","Brazil is known to import lots of lumber, livestock, and",from India., gold,gold,3.0,0.03,False,5.058893689053568,5.058893689053568,83
HC,"Before eating dinner, the family held hands to say grace around the table.","Before eating dinner, the family held hands to say",around the table., grace,grace,69.0,0.69,False,0.5353317329965558,0.5353317329965558,84
MC,The family wondered whether the visitors wanted to say grace around the table.,The family wondered whether the visitors wanted to say,around the table., grace,grace,11.0,0.11,False,3.1844245711374275,3.1844245711374275,84
LC,Timmy listened to hear if the men would say grace around the table.,Timmy listened to hear if the men would say,around the table., grace,grace,0.0,0.0,True,inf,19.931568569324174,84
HC,On the mashed potatoes she poured a delicious gravy that tastes great.,On the mashed potatoes she poured a delicious,that tastes great., gravy,gravy,88.0,0.88,False,0.18442457113742744,0.18442457113742744,85
MC,She thickened the stock to make a delicious gravy that tastes great.,She thickened the stock to make a delicious,that tastes great., gravy,gravy,13.0,0.13,False,2.9434164716336326,2.9434164716336326,85
LC,The restaurant was famous for making a delicious gravy that tastes great.,The restaurant was famous for making a delicious,that tastes great., gravy,gravy,0.0,0.0,True,inf,19.931568569324174,85
HC,The passwords were stolen by a brilliant hacker living in San Bernardino.,The passwords were stolen by a brilliant,living in San Bernardino., hacker,hacker,70.0,0.7,False,0.5145731728297583,0.5145731728297583,86
MC,The security experts were arresting a brilliant hacker living in San Bernardino.,The security experts were arresting a brilliant,living in San Bernardino., hacker,hacker,18.0,0.18,False,2.473931188332412,2.473931188332412,86
LC,The software was designed by a brilliant hacker living in San Bernardino.,The software was designed by a brilliant,living in San Bernardino., hacker,hacker,0.0,0.0,True,inf,19.931568569324174,86
HC,The barber gave Brian a nice looking haircut with clean lines.,The barber gave Brian a nice looking,with clean lines., haircut,haircut,80.0,0.8,False,0.3219280948873623,0.3219280948873623,87
MC,"That weekend, Brian got a nice looking haircut with clean lines.","That weekend, Brian got a nice looking",with clean lines., haircut,haircut,8.0,0.08,False,3.643856189774725,3.643856189774725,87
LC,We noticed Brian had a nice looking haircut with clean lines.,We noticed Brian had a nice looking,with clean lines., haircut,haircut,1.0,0.01,False,6.643856189774724,6.643856189774724,87
HC,"The angry visitor said hello, but he refused to shake my hand at the office.","The angry visitor said hello, but he refused to shake my",at the office., hand,hand,99.0,0.99,False,0.014499569695115089,0.014499569695115089,88
MC,"I couldn't finish writing, because there was something wrong with my hand at the office.","I couldn't finish writing, because there was something wrong with my",at the office., hand,hand,21.0,0.21,False,2.2515387669959646,2.2515387669959646,88
LC,I was very uncomfortable because I had a cramp in my hand at the office.,I was very uncomfortable because I had a cramp in my,at the office., hand,hand,4.0,0.04,False,4.643856189774724,4.643856189774724,88
HC,The child couldn't carry the luggage because it was too heavy and bulky.,The child couldn't carry the luggage because it was too,and bulky., heavy,heavy,95.0,0.95,False,0.07400058144377693,0.07400058144377693,89
MC,Ben didn't like his vacuum cleaner because it was too heavy and bulky.,Ben didn't like his vacuum cleaner because it was too,and bulky., heavy,heavy,12.0,0.12,False,3.0588936890535687,3.0588936890535687,89
LC,The hikers didn't buy the tent because it was too heavy and bulky.,The hikers didn't buy the tent because it was too,and bulky., heavy,heavy,4.0,0.04,False,4.643856189774724,4.643856189774724,89
HC,"They didn't have a puck or skates, so they couldn't play hockey at school.","They didn't have a puck or skates, so they couldn't play",at school., hockey,hockey,94.0,0.94,False,0.08926733809708741,0.08926733809708741,90
MC,My brother got his teeth knocked out while trying to play hockey at school.,My brother got his teeth knocked out while trying to play,at school., hockey,hockey,20.0,0.2,False,2.321928094887362,2.321928094887362,90
LC,"Because football season is over, Bill is now training to play hockey at school.","Because football season is over, Bill is now training to play",at school., hockey,hockey,3.0,0.03,False,5.058893689053568,5.058893689053568,90
HC,The fisherman attached the worm to the hook with the sharp point.,The fisherman attached the worm to the,with the sharp point., hook,hook,100.0,1.0,False,-0.0,-0.0,91
MC,We definitely saw the fish swallow the hook with the sharp point.,We definitely saw the fish swallow the,with the sharp point., hook,hook,30.0,0.3,False,1.7369655941662063,1.7369655941662063,91
LC,James didn't have enough money for the hook with the sharp point.,James didn't have enough money for the,with the sharp point., hook,hook,0.0,0.0,True,inf,19.931568569324174,91
HC,"To water the huge garden, they needed a long hose with an attachment.","To water the huge garden, they needed a long",with an attachment., hose,hose,98.0,0.98,False,0.029146345659516508,0.029146345659516508,92
MC,"Outside in the back yard, they needed a long hose with an attachment.","Outside in the back yard, they needed a long",with an attachment., hose,hose,20.0,0.2,False,2.321928094887362,2.321928094887362,92
LC,"Over at the loading dock, they needed a long hose with an attachment.","Over at the loading dock, they needed a long",with an attachment., hose,hose,0.0,0.0,True,inf,19.931568569324174,92
HC,"For their anniversary in Seattle, they booked a room at a nice hotel in town.","For their anniversary in Seattle, they booked a room at a nice",in town., hotel,hotel,92.0,0.92,False,0.12029423371771177,0.12029423371771177,93
MC,"For the wedding reception, they were supposed to meet at a nice hotel in town.","For the wedding reception, they were supposed to meet at a nice",in town., hotel,hotel,10.0,0.1,False,3.321928094887362,3.321928094887362,93
LC,The investment banker was supposed to meet his client at a nice hotel in town.,The investment banker was supposed to meet his client at a nice,in town., hotel,hotel,2.0,0.02,False,5.643856189774724,5.643856189774724,93
HC,"After hours of brainstorming, they had run out of ideas to solve the problem.","After hours of brainstorming, they had run out of",to solve the problem., ideas,ideas,90.0,0.9,False,0.15200309344504995,0.15200309344504995,94
MC,The consultant said that he had run out of ideas to solve the problem.,The consultant said that he had run out of,to solve the problem., ideas,ideas,15.0,0.15,False,2.736965594166206,2.736965594166206,94
LC,The chef said that he had run out of ideas to solve the problem.,The chef said that he had run out of,to solve the problem., ideas,ideas,1.0,0.01,False,6.643856189774724,6.643856189774724,94
HC,"Using ice and snow, the traditional Eskimo family built a small igloo on a hill.","Using ice and snow, the traditional Eskimo family built a small",on a hill., igloo,igloo,85.0,0.85,False,0.23446525363702297,0.23446525363702297,95
MC,"To get warm, the two arctic explorers climbed inside a small igloo on a hill.","To get warm, the two arctic explorers climbed inside a small",on a hill., igloo,igloo,28.0,0.28,False,1.8365012677171204,1.8365012677171204,95
LC,The shivering family was huddled in the shelter of a small igloo on a hill.,The shivering family was huddled in the shelter of a small,on a hill., igloo,igloo,0.0,0.0,True,inf,19.931568569324174,95
HC,His green pen had just run out of ink in the office.,His green pen had just run out of,in the office., ink,ink,100.0,1.0,False,-0.0,-0.0,96
MC,The famous writer had just run out of ink in the office.,The famous writer had just run out of,in the office., ink,ink,25.0,0.25,False,2.0,2.0,96
LC,The supply cabinet had just run out of ink in the office.,The supply cabinet had just run out of,in the office., ink,ink,1.0,0.01,False,6.643856189774724,6.643856189774724,96
HC,The diabetic lady needed to inject some insulin to control her blood sugar.,The diabetic lady needed to inject some,to control her blood sugar., insulin,insulin,91.0,0.91,False,0.13606154957602837,0.13606154957602837,97
MC,She brought the needle to inject some insulin to control her blood sugar.,She brought the needle to inject some,to control her blood sugar., insulin,insulin,18.0,0.18,False,2.473931188332412,2.473931188332412,97
LC,The homeless woman tried to inject some insulin to control her blood sugar.,The homeless woman tried to inject some,to control her blood sugar., insulin,insulin,2.0,0.02,False,5.643856189774724,5.643856189774724,97
HC,I smoothed out the wrinkled pants with the new iron in the bedroom.,I smoothed out the wrinkled pants with the new,in the bedroom., iron,iron,93.0,0.93,False,0.10469737866669324,0.10469737866669324,98
MC,I accidentally burned my hand while using the new iron in the bedroom.,I accidentally burned my hand while using the new,in the bedroom., iron,iron,12.0,0.12,False,3.0588936890535687,3.0588936890535687,98
LC,I saw some steam coming out of the new iron in the bedroom.,I saw some steam coming out of the new,in the bedroom., iron,iron,3.0,0.03,False,5.058893689053568,5.058893689053568,98
HC,The sailors saw a single palm tree in the center of the island in Bermuda.,The sailors saw a single palm tree in the center of the,in Bermuda., island,island,70.0,0.7,False,0.5145731728297583,0.5145731728297583,99
MC,The rescue workers recently found an old hermit living alone on the island in Bermuda.,The rescue workers recently found an old hermit living alone on the,in Bermuda., island,island,14.0,0.14,False,2.8365012677171206,2.8365012677171206,99
LC,The rescue workers just learned that the captain had died on the island in Bermuda.,The rescue workers just learned that the captain had died on the,in Bermuda., island,island,0.0,0.0,True,inf,19.931568569324174,99
HC,She smothered the sandwich with peanut butter and lots of jelly made from raspberries.,She smothered the sandwich with peanut butter and lots of,made from raspberries., jelly,jelly,83.0,0.83,False,0.2688167584278,0.2688167584278,100
MC,"Every Spring, the farmers would make jam and lots of jelly made from raspberries.","Every Spring, the farmers would make jam and lots of",made from raspberries., jelly,jelly,30.0,0.3,False,1.7369655941662063,1.7369655941662063,100
LC,"At Costco, she bought some crisp apples and lots of jelly made from raspberries.","At Costco, she bought some crisp apples and lots of",made from raspberries., jelly,jelly,0.0,0.0,True,inf,19.931568569324174,100
HC,He usually eats a whole orange rather than just drinking the juice at breakfast.,He usually eats a whole orange rather than just drinking the,at breakfast., juice,juice,99.0,0.99,False,0.014499569695115089,0.014499569695115089,101
MC,My husband was flipping the pancakes and I was pouring the juice at breakfast.,My husband was flipping the pancakes and I was pouring the,at breakfast., juice,juice,18.0,0.18,False,2.473931188332412,2.473931188332412,101
LC,The elderly man started to choke and sputter while drinking the juice at breakfast.,The elderly man started to choke and sputter while drinking the,at breakfast., juice,juice,3.0,0.03,False,5.058893689053568,5.058893689053568,101
HC,She's locked out because she forgot to take her keys with her.,She's locked out because she forgot to take her,with her., keys,keys,94.0,0.94,False,0.08926733809708741,0.08926733809708741,102
MC,"As she rushed out, she forgot to take her keys with her.","As she rushed out, she forgot to take her",with her., keys,keys,17.0,0.17,False,2.5563933485243853,2.5563933485243853,102
LC,"While running her errands, she forgot to take her keys with her.","While running her errands, she forgot to take her",with her., keys,keys,2.0,0.02,False,5.643856189774724,5.643856189774724,102
HC,The curse could only be broken by her true love's first kiss on the lips.,The curse could only be broken by her true love's first,on the lips., kiss,kiss,93.0,0.93,False,0.10469737866669324,0.10469737866669324,103
MC,Emma bragged to her friends that she had gotten her first kiss on the lips.,Emma bragged to her friends that she had gotten her first,on the lips., kiss,kiss,16.0,0.16,False,2.643856189774725,2.643856189774725,103
LC,She didn't want to make a judgement based on the first kiss on the lips.,She didn't want to make a judgement based on the first,on the lips., kiss,kiss,0.0,0.0,True,inf,19.931568569324174,103
HC,They were cutting the cake using a silver knife that was valuable.,They were cutting the cake using a silver,that was valuable., knife,knife,89.0,0.89,False,0.16812275880832692,0.16812275880832692,104
MC,We decided to buy the cook a silver knife that was valuable.,We decided to buy the cook a silver,that was valuable., knife,knife,12.0,0.12,False,3.0588936890535687,3.0588936890535687,104
LC,"When my grandfather died, I inherited a silver knife that was valuable.","When my grandfather died, I inherited a silver",that was valuable., knife,knife,1.0,0.01,False,6.643856189774724,6.643856189774724,104
HC,The wide highway downtown has more than six lanes of traffic.,The wide highway downtown has more than six,of traffic., lanes,lanes,92.0,0.92,False,0.12029423371771177,0.12029423371771177,105
MC,The group of bikers crossed more than six lanes of traffic.,The group of bikers crossed more than six,of traffic., lanes,lanes,25.0,0.25,False,2.0,2.0,105
LC,The marathon runners will cross more than six lanes of traffic.,The marathon runners will cross more than six,of traffic., lanes,lanes,0.0,0.0,True,inf,19.931568569324174,105
HC,The birthday card was funny and made me laugh at work.,The birthday card was funny and made me,at work., laugh,laugh,89.0,0.89,False,0.16812275880832692,0.16812275880832692,106
MC,The coach of our team always made me laugh at work.,The coach of our team always made me,at work., laugh,laugh,11.0,0.11,False,3.1844245711374275,3.1844245711374275,106
LC,My supervisor and coworkers have never seen me laugh at work.,My supervisor and coworkers have never seen me,at work., laugh,laugh,0.0,0.0,True,inf,19.931568569324174,106
HC,The owner paid the children to mow the lawn in front of his house.,The owner paid the children to mow the,in front of his house., lawn,lawn,88.0,0.88,False,0.18442457113742744,0.18442457113742744,107
MC,We saw our neighbor was working on the lawn in front of his house.,We saw our neighbor was working on the,in front of his house., lawn,lawn,12.0,0.12,False,3.0588936890535687,3.0588936890535687,107
LC,We saw the man walking barefoot across the lawn in front of his house.,We saw the man walking barefoot across the,in front of his house., lawn,lawn,2.0,0.02,False,5.643856189774724,5.643856189774724,107
HC,"When the company sued him, he decided to hire a lawyer right away.","When the company sued him, he decided to hire a",right away., lawyer,lawyer,91.0,0.91,False,0.13606154957602837,0.13606154957602837,108
MC,"When he crashed his car, he decided to hire a lawyer right away.","When he crashed his car, he decided to hire a",right away., lawyer,lawyer,40.0,0.4,False,1.3219280948873622,1.3219280948873622,108
LC,"When he crashed his car, he decided to call a lawyer right away.","When he crashed his car, he decided to call a",right away., lawyer,lawyer,2.0,0.02,False,5.643856189774724,5.643856189774724,108
HC,The motorcycle jacket was made out of black leather and tough fabric.,The motorcycle jacket was made out of black,and tough fabric., leather,leather,93.0,0.93,False,0.10469737866669324,0.10469737866669324,109
MC,Her new skirt was made out of black leather and tough fabric.,Her new skirt was made out of black,and tough fabric., leather,leather,22.0,0.22,False,2.1844245711374275,2.1844245711374275,109
LC,"For her project, she bought lots of black leather and tough fabric.","For her project, she bought lots of black",and tough fabric., leather,leather,0.0,0.0,True,inf,19.931568569324174,109
HC,Bill raked up all the leaves in front of his condo.,Bill raked up all the,in front of his condo., leaves,leaves,93.0,0.93,False,0.10469737866669324,0.10469737866669324,110
MC,The breeze lifted all the leaves in front of his condo.,The breeze lifted all the,in front of his condo., leaves,leaves,42.0,0.42,False,1.2515387669959646,1.2515387669959646,110
LC,Watson gathered up all the leaves in front of his condo.,Watson gathered up all the,in front of his condo., leaves,leaves,3.0,0.03,False,5.058893689053568,5.058893689053568,110
HC,"Because Peter never told the truth, everyone knew he was a liar with real issues.","Because Peter never told the truth, everyone knew he was a",with real issues., liar,liar,90.0,0.9,False,0.15200309344504995,0.15200309344504995,111
MC,"When Peter's dark secret was discovered, everyone knew he was a liar with real issues.","When Peter's dark secret was discovered, everyone knew he was a",with real issues., liar,liar,20.0,0.2,False,2.321928094887362,2.321928094887362,111
LC,"When Peter got out of prison, everyone knew he was a liar with real issues.","When Peter got out of prison, everyone knew he was a",with real issues., liar,liar,0.0,0.0,True,inf,19.931568569324174,111
HC,"Because it was overdue, Billy returned the book to the library down the street.","Because it was overdue, Billy returned the book to the",down the street., library,library,98.0,0.98,False,0.029146345659516508,0.029146345659516508,112
MC,To get some peace and quiet he went to the library down the street.,To get some peace and quiet he went to the,down the street., library,library,38.0,0.38,False,1.3959286763311392,1.3959286763311392,112
LC,"After finishing up at the store, they went to the library down the street.","After finishing up at the store, they went to the",down the street., library,library,3.0,0.03,False,5.058893689053568,5.058893689053568,112
HC,"It was dark in the bedroom, so she turned on the light in the corner.","It was dark in the bedroom, so she turned on the",in the corner., light,light,86.0,0.86,False,0.21759143507262677,0.21759143507262677,113
MC,She couldn't read the book because her brother was blocking the light in the corner.,She couldn't read the book because her brother was blocking the,in the corner., light,light,49.0,0.49,False,1.0291463456595165,1.0291463456595165,113
LC,You can damage your vision if you keep staring at the light in the corner.,You can damage your vision if you keep staring at the,in the corner., light,light,1.0,0.01,False,6.643856189774724,6.643856189774724,113
HC,"Before meeting Brad, she put on black eyeliner and some red lipstick that looked nice.","Before meeting Brad, she put on black eyeliner and some red",that looked nice., lipstick,lipstick,89.0,0.89,False,0.16812275880832692,0.16812275880832692,114
MC,"At the premier, she wore a black dress and some red lipstick that looked nice.","At the premier, she wore a black dress and some red",that looked nice., lipstick,lipstick,17.0,0.17,False,2.5563933485243853,2.5563933485243853,114
LC,"At the store, she bought some black pens and some red lipstick that looked nice.","At the store, she bought some black pens and some red",that looked nice., lipstick,lipstick,3.0,0.03,False,5.058893689053568,5.058893689053568,114
HC,I had to go inside because the jackhammer was very loud and annoying.,I had to go inside because the jackhammer was very,and annoying., loud,loud,85.0,0.85,False,0.23446525363702297,0.23446525363702297,115
MC,The kid who was playing on the playground was very loud and annoying.,The kid who was playing on the playground was very,and annoying., loud,loud,14.0,0.14,False,2.8365012677171206,2.8365012677171206,115
LC,"She saw her coworker at the bar, who was very loud and annoying.","She saw her coworker at the bar, who was very",and annoying., loud,loud,1.0,0.01,False,6.643856189774724,6.643856189774724,115
HC,"He didn't eat breakfast, and he forgot to pack his lunch and his thermos.","He didn't eat breakfast, and he forgot to pack his",and his thermos., lunch,lunch,87.0,0.87,False,0.2009126939259964,0.2009126939259964,116
MC,"For the student's daytrip, he had forgotten to bring his lunch and his thermos.","For the student's daytrip, he had forgotten to bring his",and his thermos., lunch,lunch,27.0,0.27,False,1.8889686876112561,1.8889686876112561,116
LC,He was late because he had to pick up his lunch and his thermos.,He was late because he had to pick up his,and his thermos., lunch,lunch,0.0,0.0,True,inf,19.931568569324174,116
HC,The gentleman lit the candle using a single match which was surprising.,The gentleman lit the candle using a single,which was surprising., match,match,100.0,1.0,False,-0.0,-0.0,117
MC,The forest fire was started by a single match which was surprising.,The forest fire was started by a single,which was surprising., match,match,25.0,0.25,False,2.0,2.0,117
LC,None of the man's coworkers had a single match which was surprising.,None of the man's coworkers had a single,which was surprising., match,match,0.0,0.0,True,inf,19.931568569324174,117
